match_no,innings,event_name,event_stage,batting_team,bowling_team,over,ball_number,bowler,batsman,non_striker,super_over,batsman_runs,extras_runs,total_runs,wides,noballs,legbyes,byes,penalty,player_out,dismissal_kind,fielders
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,2,1,Bilal Khan,Aasif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,2,2,Bilal Khan,Aasif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,2,3,Bilal Khan,Aasif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,2,4,Bilal Khan,Aasif Sheikh,K Bhurtel,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,2,5,Bilal Khan,K Bhurtel,Aasif Sheikh,0,2,0,2,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,2,6,Bilal Khan,K Bhurtel,Aasif Sheikh,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,3,1,Kaleemullah,Aasif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,3,2,Kaleemullah,Aasif Sheikh,K Bhurtel,0,4,0,4,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,3,3,Kaleemullah,Aasif Sheikh,K Bhurtel,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,3,4,Kaleemullah,K Bhurtel,Aasif Sheikh,0,6,0,6,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,3,5,Kaleemullah,K Bhurtel,Aasif Sheikh,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,3,6,Kaleemullah,Aasif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,4,1,Bilal Khan,K Bhurtel,Aasif Sheikh,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,4,2,Bilal Khan,Aasif Sheikh,K Bhurtel,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,4,3,Bilal Khan,K Bhurtel,Aasif Sheikh,0,6,0,6,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,4,4,Bilal Khan,K Bhurtel,Aasif Sheikh,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,4,5,Bilal Khan,K Bhurtel,Aasif Sheikh,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,4,6,Bilal Khan,Aasif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,5,1,Zeeshan Maqsood,K Bhurtel,Aasif Sheikh,0,4,0,4,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,5,2,Zeeshan Maqsood,K Bhurtel,Aasif Sheikh,0,2,0,2,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,5,3,Zeeshan Maqsood,K Bhurtel,Aasif Sheikh,0,4,0,4,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,5,4,Zeeshan Maqsood,K Bhurtel,Aasif Sheikh,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,5,5,Zeeshan Maqsood,K Bhurtel,Aasif Sheikh,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,5,6,Zeeshan Maqsood,K Bhurtel,Aasif Sheikh,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,6,1,Mohammad Nadeem,K Bhurtel,Aasif Sheikh,0,4,0,4,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,6,2,Mohammad Nadeem,K Bhurtel,Aasif Sheikh,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,6,3,Mohammad Nadeem,K Bhurtel,Aasif Sheikh,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,6,4,Mohammad Nadeem,K Bhurtel,Aasif Sheikh,0,2,0,2,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,6,5,Mohammad Nadeem,K Bhurtel,Aasif Sheikh,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,6,6,Mohammad Nadeem,Aasif Sheikh,K Bhurtel,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,7,1,Zeeshan Maqsood,Aasif Sheikh,K Bhurtel,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,7,2,Zeeshan Maqsood,K Bhurtel,Aasif Sheikh,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,7,3,Zeeshan Maqsood,Aasif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,Aasif Sheikh,caught,Mohammad Nadeem
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,7,4,Zeeshan Maqsood,Aarif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,7,5,Zeeshan Maqsood,Aarif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,7,6,Zeeshan Maqsood,Aarif Sheikh,K Bhurtel,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,8,1,Mohammad Nadeem,Aarif Sheikh,K Bhurtel,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,8,2,Mohammad Nadeem,K Bhurtel,Aarif Sheikh,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,8,3,Mohammad Nadeem,K Bhurtel,Aarif Sheikh,0,2,0,2,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,8,4,Mohammad Nadeem,K Bhurtel,Aarif Sheikh,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,8,5,Mohammad Nadeem,Aarif Sheikh,K Bhurtel,0,0,1,1,1,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,8,5,Mohammad Nadeem,Aarif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,8,6,Mohammad Nadeem,Aarif Sheikh,K Bhurtel,0,2,0,2,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,9,1,Zeeshan Maqsood,K Bhurtel,Aarif Sheikh,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,9,2,Zeeshan Maqsood,Aarif Sheikh,K Bhurtel,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,9,3,Zeeshan Maqsood,K Bhurtel,Aarif Sheikh,0,3,0,3,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,9,4,Zeeshan Maqsood,Aarif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,9,5,Zeeshan Maqsood,Aarif Sheikh,K Bhurtel,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,9,6,Zeeshan Maqsood,K Bhurtel,Aarif Sheikh,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,10,1,Ayan Khan,K Bhurtel,Aarif Sheikh,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,10,2,Ayan Khan,K Bhurtel,Aarif Sheikh,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,10,3,Ayan Khan,Aarif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,10,4,Ayan Khan,Aarif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,10,5,Ayan Khan,Aarif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,10,6,Ayan Khan,Aarif Sheikh,K Bhurtel,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,11,1,Nestor Dhamba,Aarif Sheikh,K Bhurtel,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,11,2,Nestor Dhamba,K Bhurtel,Aarif Sheikh,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,11,3,Nestor Dhamba,K Bhurtel,Aarif Sheikh,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,11,4,Nestor Dhamba,K Bhurtel,Aarif Sheikh,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,11,5,Nestor Dhamba,Aarif Sheikh,K Bhurtel,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,11,6,Nestor Dhamba,K Bhurtel,Aarif Sheikh,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,12,1,Ayan Khan,K Bhurtel,Aarif Sheikh,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,12,2,Ayan Khan,K Bhurtel,Aarif Sheikh,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,12,3,Ayan Khan,Aarif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,12,4,Ayan Khan,Aarif Sheikh,K Bhurtel,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,12,5,Ayan Khan,K Bhurtel,Aarif Sheikh,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,12,6,Ayan Khan,Aarif Sheikh,K Bhurtel,0,2,0,2,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,13,1,Nestor Dhamba,K Bhurtel,Aarif Sheikh,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,13,2,Nestor Dhamba,K Bhurtel,Aarif Sheikh,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,13,3,Nestor Dhamba,Aarif Sheikh,K Bhurtel,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,13,4,Nestor Dhamba,K Bhurtel,Aarif Sheikh,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,13,5,Nestor Dhamba,Aarif Sheikh,K Bhurtel,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,13,6,Nestor Dhamba,K Bhurtel,Aarif Sheikh,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,14,1,Ayan Khan,K Bhurtel,Aarif Sheikh,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,14,2,Ayan Khan,Aarif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,14,3,Ayan Khan,Aarif Sheikh,K Bhurtel,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,14,4,Ayan Khan,K Bhurtel,Aarif Sheikh,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,14,5,Ayan Khan,K Bhurtel,Aarif Sheikh,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,14,6,Ayan Khan,K Bhurtel,Aarif Sheikh,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,15,1,Nestor Dhamba,Aarif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,15,2,Nestor Dhamba,Aarif Sheikh,K Bhurtel,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,15,3,Nestor Dhamba,K Bhurtel,Aarif Sheikh,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,15,4,Nestor Dhamba,K Bhurtel,Aarif Sheikh,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,15,5,Nestor Dhamba,Aarif Sheikh,K Bhurtel,0,1,0,1,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,15,6,Nestor Dhamba,K Bhurtel,Aarif Sheikh,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,16,1,KH Prajapati,Aarif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,,,
47,2,ICC Men's T20 World Cup Qualifier A,3rd Place Play-Off,Nepal,Oman,16,2,KH Prajapati,Aarif Sheikh,K Bhurtel,0,4,0,4,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,0,1,A Nao,K Bhurtel,Aasif Sheikh,0,6,0,6,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,0,2,A Nao,K Bhurtel,Aasif Sheikh,0,0,0,0,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,0,3,A Nao,K Bhurtel,Aasif Sheikh,0,4,0,4,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,0,4,A Nao,K Bhurtel,Aasif Sheikh,0,0,0,0,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,0,5,A Nao,K Bhurtel,Aasif Sheikh,0,0,0,0,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,0,6,A Nao,K Bhurtel,Aasif Sheikh,0,0,0,0,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,1,1,N Vanua,Aasif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,1,2,N Vanua,Aasif Sheikh,K Bhurtel,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,1,3,N Vanua,K Bhurtel,Aasif Sheikh,0,0,4,4,0,0,4,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,1,4,N Vanua,K Bhurtel,Aasif Sheikh,0,4,0,4,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,1,5,N Vanua,K Bhurtel,Aasif Sheikh,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,1,6,N Vanua,Aasif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,2,1,CA Soper,K Bhurtel,Aasif Sheikh,0,4,0,4,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,2,2,CA Soper,K Bhurtel,Aasif Sheikh,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,2,3,CA Soper,Aasif Sheikh,K Bhurtel,0,0,0,0,0,0,0,0,0,K Bhurtel,run out,CA Soper
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,2,4,CA Soper,RK Paudel,Aasif Sheikh,0,0,0,0,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,2,5,CA Soper,RK Paudel,Aasif Sheikh,0,0,0,0,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,2,6,CA Soper,RK Paudel,Aasif Sheikh,0,4,0,4,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,3,1,A Nao,Aasif Sheikh,RK Paudel,0,0,1,1,1,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,3,1,A Nao,Aasif Sheikh,RK Paudel,0,0,1,1,1,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,3,1,A Nao,Aasif Sheikh,RK Paudel,0,0,0,0,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,3,2,A Nao,Aasif Sheikh,RK Paudel,0,0,0,0,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,3,3,A Nao,Aasif Sheikh,RK Paudel,0,4,0,4,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,3,4,A Nao,Aasif Sheikh,RK Paudel,0,0,0,0,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,3,5,A Nao,Aasif Sheikh,RK Paudel,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,3,6,A Nao,RK Paudel,Aasif Sheikh,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,4,1,R Hekure,RK Paudel,Aasif Sheikh,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,4,2,R Hekure,Aasif Sheikh,RK Paudel,0,0,0,0,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,4,3,R Hekure,Aasif Sheikh,RK Paudel,0,0,0,0,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,4,4,R Hekure,Aasif Sheikh,RK Paudel,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,4,5,R Hekure,RK Paudel,Aasif Sheikh,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,4,6,R Hekure,Aasif Sheikh,RK Paudel,0,2,0,2,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,5,1,N Vanua,RK Paudel,Aasif Sheikh,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,5,2,N Vanua,Aasif Sheikh,RK Paudel,0,4,0,4,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,5,3,N Vanua,Aasif Sheikh,RK Paudel,0,2,0,2,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,5,4,N Vanua,Aasif Sheikh,RK Paudel,0,0,4,4,0,0,0,4,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,5,5,N Vanua,Aasif Sheikh,RK Paudel,0,4,0,4,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,5,6,N Vanua,Aasif Sheikh,RK Paudel,0,0,0,0,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,6,1,R Hekure,RK Paudel,Aasif Sheikh,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,6,2,R Hekure,Aasif Sheikh,RK Paudel,0,4,0,4,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,6,3,R Hekure,Aasif Sheikh,RK Paudel,0,0,0,0,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,6,4,R Hekure,Aasif Sheikh,RK Paudel,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,6,5,R Hekure,RK Paudel,Aasif Sheikh,0,4,0,4,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,6,6,R Hekure,RK Paudel,Aasif Sheikh,0,0,0,0,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,7,1,CJA Amini,Aasif Sheikh,RK Paudel,0,0,0,0,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,7,2,CJA Amini,Aasif Sheikh,RK Paudel,0,0,0,0,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,7,3,CJA Amini,Aasif Sheikh,RK Paudel,0,0,1,1,0,0,1,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,7,4,CJA Amini,RK Paudel,Aasif Sheikh,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,7,5,CJA Amini,Aasif Sheikh,RK Paudel,0,2,0,2,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,7,6,CJA Amini,Aasif Sheikh,RK Paudel,0,4,0,4,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,8,1,CA Soper,RK Paudel,Aasif Sheikh,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,8,2,CA Soper,Aasif Sheikh,RK Paudel,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,8,3,CA Soper,RK Paudel,Aasif Sheikh,0,0,0,0,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,8,4,CA Soper,RK Paudel,Aasif Sheikh,0,2,0,2,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,8,5,CA Soper,RK Paudel,Aasif Sheikh,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,8,6,CA Soper,Aasif Sheikh,RK Paudel,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,9,1,CJA Amini,Aasif Sheikh,RK Paudel,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,9,2,CJA Amini,RK Paudel,Aasif Sheikh,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,9,3,CJA Amini,Aasif Sheikh,RK Paudel,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,9,4,CJA Amini,RK Paudel,Aasif Sheikh,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,9,5,CJA Amini,Aasif Sheikh,RK Paudel,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,9,6,CJA Amini,RK Paudel,Aasif Sheikh,0,0,0,0,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,10,1,R Hekure,Aasif Sheikh,RK Paudel,0,1,0,1,0,0,0,0,0,,,
48,1,Nepal Tri-Nation T20I Series,,Nepal,Papua New Guinea,10,2,R Hekure,RK Paudel,Aasif Sheikh,0,1,0,1,0,0,0,0,0,,,
